date ,Crude Temp In ,Crude Temp Out ,"CDU1 rate  
20-10-2012,157.6602045,175.8279,102.3702,468220.7484,285.4203576,229.1368,170.3249,200.0076,18.16770759,56.28352625,6.190839952,109.5924455,71.47662686,89.18109946,124.5849685,698567.6686,0.008026651
21-10-2012,156.656459,174.5846,102.2846,467829.4232,282.5183916,227.2132,171.6993,197.8263,17.92812528,55.30523777,6.104093836,107.9338074,70.55669487,87.92513289,124.5939803,709795.5748,0.00802607
22-10-2012,154.4754685,171.5229,102.9507,470875.9782,277.6839537,220.0217,159.2903,195.5892,17.04741358,57.66224223,5.842030547,106.1610716,65.54624298,84.22790258,124.4791831,721096.5983,0.008033472
23-10-2012,152.5437956,169.3966,102.8169,470263.9885,275.9511574,218.2704,159.0682,193.9123,16.85283058,57.68079077,5.767842177,106.5545312,65.72657103,84.50306335,122.4982284,732382.934,0.008163383
24-10-2012,152.0474679,168.9253,102.8887,470592.4525,275.6324067,217.6007,157.4589,193.7944,16.87785579,58.0317125,5.780441629,106.707083,65.5532263,84.4657958,122.8199833,743677.1528,0.008141998
25-10-2012,151.1402085,168.685,100.7143,460647.2873,273.1395184,211.6497,155.3355,192.2948,17.54476832,61.48985988,5.881863563,104.4545416,60.50944999,80.49253053,131.1439492,754732.6877,0.007625209
26-10-2012,149.8175804,167.556,100.8528,461280.3696,271.2872159,206.4184,151.7679,192.8807,17.7384124,64.86881834,5.954955371,103.7312231,56.60081714,77.80122538,137.3665421,765803.4166,0.007279793
27-10-2012,152.5862863,169.5957,100.1741,458176.1997,269.3656909,204.6349,144.4484,195.9362,17.00940405,64.73083381,5.671793543,99.77000048,52.04857072,73.33970799,138.7938202,776799.6454,0.007204932
28-10-2012,161.4048529,177.2855,98.9232,452455.1442,269.2802864,207.4035,136.4997,203.5358,15.88062784,61.87677669,5.229281113,91.99480569,45.99865684,66.36102586,141.4222655,787658.5689,0.007071022
29-10-2012,165.3955533,181.0443,99.0759,453153.4184,271.6644176,211.1947,138.0085,206.1747,15.64870117,60.46967805,5.160863211,90.62016315,45.79918627,65.68038214,141.0183307,798534.2509,0.007091277
30-10-2012,163.6474076,181.2099,102.8737,470523.6723,279.7094617,220.954,162.7781,205.2627,17.56246749,58.75545635,6.01403293,98.49958659,57.30659773,76.05281769,141.9186218,809826.819,0.007046292
31-10-2012,161.3857359,178.7301,101.7373,465326.075,277.1532358,216.6717,155.1956,204.0756,17.34438469,60.48157902,5.873744852,98.42311523,55.28592091,74.79261449,140.9435658,820994.6448,0.007095038
01-11-2012,162.9959823,177.988,97.0524,443898.372,268.5163287,207.509,131.0115,206.0672,14.99197259,61.00731869,4.843297231,90.52837382,44.51302772,64.82117264,134.0951688,831648.2058,0.00745739
02-11-2012,162.075068,173.4693,97.0589,443927.8256,256.4905245,192.3709,98.8065,202.3196,11.39425183,64.11964627,3.681264069,83.02120477,30.29581033,52.30244422,126.3176039,842302.4736,0.007916553
03-11-2012,161.2194658,171.1947,97.9473,447991.4576,250.7044405,186.445,87.2686,200.2497,9.975236287,64.25939978,3.252308358,79.50973842,25.22557493,47.28498547,123.4404077,853054.2686,0.008101075
04-11-2012,160.0983268,170.9756,98.4783,450420.1173,254.0324423,187.9903,93.6668,200.122,10.87728237,66.04216306,3.565635726,83.05683309,27.8919524,50.55493275,126.5791945,863864.3514,0.007900192
05-11-2012,158.9503916,171.1369,90.6268,414508.7327,256.0920693,188.0785,91.9948,201.228,12.18646442,68.01352127,3.676293701,84.95521331,29.12815647,52.15439968,126.5051312,873812.561,0.007904818
06-11-2012,157.9523368,167.4294,87.2925,399258.6085,246.0131051,179.335,75.0973,200.5082,9.477060011,66.67809864,2.753763949,78.58370829,21.38266966,43.94726309,112.4562944,883394.7676,0.008892344
07-11-2012,159.012497,172.013,87.5492,400432.528,260.6290358,192.0241,96.6499,203.4491,13.00053897,68.60490368,3.788693708,88.61599986,33.01163514,56.31093477,120.7495865,893005.1482,0.008281602
08-11-2012,163.2340614,181.2331,82.4505,377111.9503,278.5436038,210.7331,121.0336,210.7768,17.99901256,67.81048225,4.939895543,97.31052986,47.49906017,69.45295409,127.6485645,902055.8351,0.007834009
09-11-2012,153.6137179,170.0074,99.9927,457346.5114,275.7483301,208.4218,131.8024,200.9206,16.39363937,67.32648111,5.45656758,105.7409728,54.80813109,77.505197,126.3506866,913032.1513,0.00791448
10-11-2012,153.2753597,170.1049,99.0164,452881.1616,276.9810923,211.335,138.117,200.1735,16.82951415,65.64612153,5.546954775,106.8762185,58.0596111,80.00085537,124.436815,923901.2992,0.008036207
11-11-2012,162.1601088,180.8637,100.5694,459984.5397,290.4588565,230.4533,169.4611,209.5061,18.70362053,60.00555801,6.261346071,109.5951271,68.29318965,87.32227031,128.6860831,934940.9282,0.007770848
12-11-2012,164.7871809,182.905,95.0119,434565.4394,291.2611657,234.1075,173.7312,209.8098,18.11779753,57.15366417,5.730062735,108.3561874,69.32032072,87.38999957,117.67563,945370.4987,0.008497936
13-11-2012,162.3385475,181.4145,96.0364,439251.5109,290.3914239,233.259,169.3667,209.196,19.07590922,57.1324081,6.09813875,108.9769672,70.92046833,88.59053832,123.5375127,955912.535,0.008094707
14-11-2012,159.5094591,175.8785,100.1631,458126.0696,286.5468608,231.5868,161.0796,203.5045,16.36899761,54.96001142,5.457652526,110.668404,72.07739021,89.99812549,108.8331778,966907.5606,0.009188375
15-11-2012,161.7204575,179.4288,99.5553,455346.089,290.3908208,233.6856,169.2239,205.7238,17.70833718,56.70517119,5.868379401,110.9620261,71.96519213,90.06083325,116.9421611,977835.8668,0.008551236
16-11-2012,155.1851969,171.9483,99.9445,457126.2091,278.0058358,208.9426,133.6015,198.3656,16.76309275,69.06327632,5.576851248,106.0575461,53.75736253,76.96849336,130.0364089,988806.8958,0.007690154
17-11-2012,158.512886,176.0455,86.5732,395968.5817,278.2777502,208.8435,120.0954,203.4886,17.53262155,69.43421063,5.052500638,102.2322427,50.33065358,73.24186595,123.80434,998310.1418,0.008077261
18-11-2012,164.3831396,183.9862,75.8141,346758.3685,288.0016168,217.049,114.997,211.8951,19.60301705,70.95260588,4.947076873,104.0154601,52.66587131,75.45064493,117.6723956,1006632.343,0.00849817
19-11-2012,164.5948143,185.2959,72.0209,329409.2301,291.7463304,216.0261,106.0898,213.7071,20.70107025,75.72018826,4.962806631,106.4504459,51.43132785,75.63471268,117.7592645,1014538.164,0.008491901
20-11-2012,160.6923568,182.9206,79.3763,363051.1251,297.1919095,229.1823,132.6814,211.0457,22.22823307,68.0096355,5.87315577,114.2713196,68.48991719,89.43617762,117.8547747,1023251.391,0.008485019
21-11-2012,157.787954,177.4511,103.2343,472173.1569,292.8211571,227.5861,160.9667,200.7519,19.66314568,65.23508284,6.756986966,115.3700575,69.7981203,90.68360544,133.7251811,1034583.547,0.007478023
22-11-2012,149.4201889,165.9269,100.7638,460873.4395,275.3496956,202.3615,122.8004,190.8343,16.50674615,72.98815604,5.536584636,109.4227605,52.94135063,77.79441969,127.7269054,1045644.509,0.007829204
23-11-2012,147.5187358,163.4303,101.0563,462211.5027,272.7726493,198.8939,118.4868,189.0311,15.91152139,73.87870119,5.352433088,109.3423921,51.37521229,76.74434382,125.1681294,1056737.585,0.007989254
24-11-2012,147.8064202,164.0537,101.5479,464459.7082,273.6857271,201.2836,124.3956,189.3688,16.2472553,72.40209813,5.49195336,109.6320516,53.47720873,78.22379139,126.0018353,1067884.618,0.007936392
25-11-2012,146.3143313,161.6226,101.2947,463301.808,268.9690145,197.3714,120.6825,187.3302,15.30827261,71.59762808,5.161654996,107.3464107,51.05705518,75.74759944,122.2950817,1079003.862,0.008176944
26-11-2012,147.1885401,162.6135,101.7191,465242.7751,269.4884573,199.7371,124.9777,187.724,15.4249355,69.75131533,5.222780632,106.8749817,52.54860183,76.52451405,122.4870279,1090169.688,0.00816413
27-11-2012,153.1343006,170.643,100.6847,460511.5176,283.7571736,223.5119,159.3549,195.5852,17.50874393,60.24524502,5.868056384,113.1141291,70.37762796,90.06223645,116.9339023,1101221.965,0.00855184
28-11-2012,153.3971411,171.0313,100.9321,461643.1965,281.3795034,217.8837,149.9026,195.3798,17.63412357,63.49584879,5.92460103,110.3482388,64.48651357,85.37416327,124.5436363,1112301.402,0.008029314
29-11-2012,152.366665,169.9402,101.0302,462091.8889,280.6732033,217.5514,149.5185,194.4825,17.57356073,63.12177197,5.909992128,110.7329776,65.18476634,85.95690456,123.3942797,1123391.607,0.008104103
30-11-2012,154.6266817,172.6729,101.8824,465989.7056,284.1691635,223.0614,156.5537,196.5331,18.04618704,61.10774896,6.120128875,111.4962948,68.43473285,88.22086179,124.5025263,1134575.36,0.008031966
01-12-2012,156.6294666,175.708,101.0121,462008.9352,291.2420268,229.9535,165.1949,199.3853,19.07850509,61.28849184,6.414953426,115.5340551,73.3240684,92.83522145,124.0136878,1145663.574,0.008063626
02-12-2012,161.6640468,183.0748,98.8787,452251.5896,303.37374,240.9004,177.9844,208.7999,21.41075461,62.4733676,7.047107015,120.2989386,79.23632563,98.34297609,128.604573,1156517.612,0.007775773
03-12-2012,160.453263,180.5002,98.9218,452448.3944,298.0336925,236.6892,171.1508,206.2487,20.04698436,61.34452847,6.601108841,117.5334451,76.235901,95.39952931,124.1822584,1167376.374,0.00805268
04-12-2012,160.0668956,179.516,98.9471,452564.4449,295.295496,236.4014,171.8523,204.7353,19.44912525,58.89407618,6.405887319,115.7794752,76.33452429,94.69167122,121.4105442,1178237.921,0.008236517
05-12-2012,162.4881355,180.809,88.6385,405414.8646,293.2067236,236.2534,152.2614,208.0471,18.32086874,56.95334604,5.405607668,112.3977193,73.76524203,91.72961372,105.7605863,1187967.877,0.009455318
06-12-2012,159.7067522,179.8745,87.6285,400795.0665,291.1469559,225.3223,143.0355,206.8361,20.16770903,65.82461737,5.882713861,111.2724947,65.61558637,86.4437757,122.1329618,1197586.959,0.008187798
07-12-2012,157.7318158,176.1202,91.1739,417011.3739,288.9531225,220.3104,133.2053,202.2675,18.38839126,68.64275461,5.580722486,112.8329154,62.57855209,85.25122913,117.4839852,1207595.232,0.008511798
08-12-2012,158.8357128,175.7237,91.3739,417925.7817,287.0354945,222.033,130.4953,202.1537,16.88795689,65.00247215,5.136591937,111.3118248,63.19730955,84.99690004,108.4578201,1217625.451,0.009220174
09-12-2012,161.7580731,178.8725,80.7988,369557.4506,292.3082089,232.7264,127.2073,205.7761,17.11446842,59.58179136,4.603033837,113.4356674,70.96834441,90.54828757,91.23318115,1226494.83,0.010960924
10-12-2012,157.4546973,176.075,101.0979,462401.4372,289.7233499,230.4238,161.1111,189.9769,18.62028317,59.29956672,6.266199925,113.6483694,72.96908582,91.81162696,122.4885394,1237592.464,0.008164029
11-12-2012,154.4987823,173.8601,99.6636,455841.5065,284.9194136,223.8728,156.1282,189.8551,19.36127424,61.04656775,6.423128259,111.059357,69.37406352,88.58812021,130.1247776,1248532.66,0.007684931
12-12-2012,153.1802565,170.8131,89.8738,411064.74,274.9800582,205.0935,118.5341,188.1219,17.63286578,69.88651851,5.275114831,104.166936,51.91328327,75.03180201,126.1756159,1258398.214,0.007925462
13-12-2012,148.0018911,164.8212,98.2392,449326.3785,274.6052399,205.9597,130.17,189.1633,16.81928787,68.64556238,5.500071175,109.7840609,57.95778639,81.13061945,121.6668908,1269182.047,0.008219163
14-12-2012,150.5661278,166.6606,91.339,417766.1399,268.0377982,199.7933,110.8557,188.7425,16.09447645,68.24453631,4.893379312,101.3771939,49.22713405,72.18968785,121.6529403,1279208.434,0.008220105
15-12-2012,154.1579254,171.5459,83.6687,382683.8699,275.9747358,208.3724,112.7787,195.4277,17.3879657,67.60237119,4.842701747,104.4288447,54.21443919,76.59788426,113.4644574,1288392.847,0.008813333
16-12-2012,154.8125682,173.9882,85.9176,392970.0556,285.5135157,220.1769,123.7358,194.9522,19.17562866,65.33666007,5.484131498,111.5253189,65.36428744,86.39928887,113.9164871,1297824.129,0.008778361
17-12-2012,155.2830981,173.7687,85.2272,389812.1127,284.3899561,218.9646,113.9811,195.1273,18.48563157,65.42537343,5.244310697,110.6212265,63.6814846,85.00217345,110.7254044,1307179.619,0.009031351
18-12-2012,154.7301188,173.9267,85.3982,390594.4413,288.6593788,225.1238,122.2486,195.381,19.19662412,63.53561208,5.456946679,114.7326359,70.39364798,90.76530841,107.8993218,1316553.886,0.009267899
19-12-2012,153.0859793,172.5959,86.6065,396121.0264,289.730746,223.8769,120.7927,194.1133,19.50990008,65.85380961,5.624471641,117.1348667,70.79095713,92.02620421,109.6879992,1326060.791,0.009116768
20-12-2012,152.0823908,171.6467,86.4939,395605.9118,290.3947671,224.0457,119.3733,193.2143,19.56433345,66.3490428,5.632829681,118.7480429,71.96333351,93.41113743,108.222323,1335555.332,0.009240238
21-12-2012,151.1479463,170.8152,86.2197,394351.572,290.525627,225.0679,121.2943,192.7805,19.66720641,65.45768718,5.64449435,119.7104743,73.91999353,94.98271554,106.6520857,1345019.77,0.009376282
22-12-2012,149.8155303,169.9204,82.4676,377190.3239,290.4894537,225.8993,123.864,194.8548,20.10482931,64.59014998,5.518991486,120.5690941,76.08377339,96.62572374,102.5075506,1354072.338,0.009755379
23-12-2012,147.3080072,167.6062,86.44,395359.2106,290.2665973,224.2361,122.0197,191.571,20.29818758,66.03045909,5.840471554,122.6604026,76.92813107,98.02265904,106.9326491,1363560.959,0.009351681
24-12-2012,148.7886684,167.7829,86.4441,395378.171,287.5871609,221.3512,114.7352,191.3637,18.99424162,66.23596349,5.465544527,119.804251,72.56252908,94.21765412,104.1094237,1373050.035,0.009605278
25-12-2012,150.3399798,168.9101,87.5921,400628.9257,289.7385541,225.7114,121.0413,192.3345,18.57011386,64.02715881,5.414466357,120.8284605,75.37141551,96.31877543,100.8866263,1382665.129,0.009912117
26-12-2012,148.6573589,166.6119,102.7201,469821.2305,290.2270273,237.7225,167.9009,188.0613,17.95452014,52.50449496,6.1391074,123.6151483,89.06517345,105.3980431,104.5349644,1393940.839,0.009566177
27-12-2012,147.8169591,165.3204,102.7999,470185.9975,287.7286162,236.2713,169.0765,187.1293,17.50347151,51.45735538,5.989529026,122.4081856,88.45430172,104.5136254,102.8510319,1405225.303,0.0097228
28-12-2012,149.2644863,166.9163,101.9233,466176.5803,288.5755296,238.3488,172.7897,189.3222,17.65178855,50.22677862,5.988774476,121.6592547,89.08426467,104.5271495,102.8247693,1416413.541,0.009725283
29-12-2012,150.2761243,169.3887,100.1238,457946.2988,297.8599697,242.2642,166.8212,188.3233,19.11253367,55.59581522,6.369885228,128.4713117,91.98803013,109.21596,104.6729327,1427404.252,0.009553568
30-12-2012,150.6375634,170.1837,100.7615,460862.7478,300.1534813,237.9598,155.0901,186.577,19.54616603,62.193675,6.555894846,129.9697519,87.32224292,107.236312,109.7182827,1438464.958,0.009114251
31-12-2012,152.437754,171.2037,101.5724,464571.6384,298.8541313,235.7527,148.2827,187.2972,18.76590479,63.1014633,6.344844638,127.6504725,83.31491395,103.9110741,109.5842275,1449614.677,0.009125401
